,,,under tree,under tree,under tree,under tree,open,open,open,open,open,open,,,,,
2015,119,0,0.038816733,0.040752003,0.040483303,0.038758339,0.029597733,0.026117986,0.075810861,0.068294589,0.058366403,0.053334822,0.041476709,0.059998605,-0.018521896,29.03,16.58
2015,120,0,0.037095991,0.039399638,0.03869083,0.038471923,0.027101185,0.02339689,0.075098627,0.067915005,0.058066906,0.053314484,0.039893583,0.059765465,-0.019871882,32.83,17.64
2015,121,0,0.035593492,0.037893917,0.036689466,0.038189558,0.02585243,0.021642521,0.074152036,0.067516436,0.057712558,0.053291103,0.038573346,0.059506699,-0.020933354,33.43,15.57
2015,122,0,0.034624636,0.036514822,0.034855594,0.03794809,0.025138664,0.020676933,0.073020022,0.067167967,0.057471551,0.053301106,0.037539823,0.059313542,-0.021773719,32.53,15.61
2015,123,0,0.034267437,0.035453576,0.033510211,0.037755756,0.026561482,0.020999898,0.071602424,0.066869891,0.05723837,0.053245603,0.037164398,0.059117955,-0.021953557,28.91,14.39
2015,124,3.81,0.034638727,0.034885303,0.032893091,0.037543081,0.029967459,0.024062524,0.070638565,0.066549665,0.057091078,0.053250997,0.037804107,0.058963913,-0.021159806,25.63,12.89
2015,125,0.762,0.036498946,0.035213505,0.033252485,0.037502377,0.058026811,0.05384257,0.070121534,0.066301594,0.05686917,0.053318379,0.046351176,0.058829714,-0.012478539,25.06,9.93
2015,126,0,0.037926343,0.035581991,0.034027047,0.03744399,0.051406093,0.048451936,0.070346738,0.066003652,0.056623965,0.053364591,0.045026305,0.05866407,-0.013637764,27.08,11.94
2015,127,0,0.038117338,0.035580917,0.034354916,0.037203407,0.043247048,0.042478085,0.070224593,0.065661327,0.056413587,0.053372952,0.043029472,0.058482622,-0.01545315,25.58,12.45
2015,128,0,0.037306137,0.035256266,0.033945512,0.037034764,0.03689537,0.036987381,0.070100081,0.065385617,0.056271383,0.053378889,0.041075073,0.058345296,-0.017270223,22.67,9.11
2015,129,0,0.036848773,0.035022969,0.033303411,0.036959339,0.033428645,0.0323199,0.070187228,0.065190353,0.056096314,0.053363016,0.039724324,0.058216561,-0.018492238,21.34,4.13
2015,130,0,0.036129732,0.034500491,0.03279692,0.036846887,0.030458675,0.02827894,0.07025999,0.064948911,0.055883045,0.053347145,0.038467376,0.0580597,-0.019592324,24.89,8.09
2015,131,0,0.034930281,0.033661159,0.03210023,0.036681224,0.028233277,0.025308264,0.070109178,0.064690792,0.05568261,0.053339027,0.037289087,0.057904143,-0.020615056,29.83,12.9
2015,132,0,0.034532545,0.033132583,0.031459278,0.036471647,0.030130099,0.025041806,0.069578788,0.064517075,0.055562266,0.053324247,0.037192392,0.057801196,-0.020608804,24.1,13.37
2015,133,0,0.034627427,0.033044147,0.031225302,0.036497491,0.028181474,0.024521534,0.070016184,0.064285126,0.055427471,0.053330139,0.036873366,0.057680912,-0.020807546,28.98,10.2
2015,134,0,0.033800393,0.032228552,0.030538121,0.036131337,0.026783438,0.022623257,0.0692484,0.064014629,0.055149001,0.053308327,0.035907643,0.057490652,-0.02158301,26.95,15.93
2015,135,0,0.034025293,0.031960068,0.03030521,0.035931297,0.028020696,0.022671729,0.068359175,0.063783137,0.054972499,0.053308862,0.03589621,0.057354833,-0.021458623,21.68,13.12
2015,136,5.588,0.054019446,0.068768927,0.039123096,0.035846292,0.053367378,0.048322502,0.067809045,0.063591629,0.054898957,0.053282577,0.052465241,0.057257721,-0.00479248,22.31,9.07
2015,137,0,0.053889074,0.063295814,0.042028028,0.035760217,0.050058723,0.046826173,0.068002064,0.063417253,0.054813414,0.053279084,0.051408585,0.057169917,-0.005761332,28.13,10.87
2015,138,0,0.051136929,0.056015505,0.041926662,0.035569197,0.041002908,0.040815722,0.068029353,0.063288046,0.054686462,0.053283061,0.047785182,0.057085856,-0.009300674,29.24,11.37
2015,139,0,0.048350259,0.050983121,0.041544176,0.035587579,0.034420231,0.034113893,0.068189461,0.063153628,0.054540229,0.053277126,0.044741245,0.056990328,-0.012249082,28.22,9.16
2015,140,0,0.045425701,0.047153876,0.041009502,0.035575886,0.030161114,0.027990248,0.068285296,0.062994449,0.054369622,0.053246362,0.042228803,0.056870144,-0.014641341,30.45,12.53
2015,141,0,0.042557658,0.044244943,0.04026583,0.035627568,0.028601765,0.024950266,0.068123249,0.062819423,0.054298694,0.053200898,0.040624468,0.056773005,-0.016148536,27.58,12.19
2015,142,0,0.040321737,0.042588436,0.039317045,0.035676884,0.027346486,0.023445477,0.068064339,0.062659083,0.054162828,0.05319474,0.0395372,0.056672217,-0.017135017,25.54,9.17
2015,143,0,0.038538505,0.041610604,0.037937703,0.035668122,0.026583521,0.022200619,0.067772776,0.062519361,0.054045005,0.053183713,0.038615979,0.056582693,-0.017966714,24.74,7.048
2015,144,0,0.036998452,0.040612007,0.036488356,0.035578236,0.025595902,0.02113352,0.067208035,0.062371051,0.053947078,0.053190189,0.037659215,0.056502773,-0.018843557,26.63,10.6
2015,145,0,0.035766522,0.039277246,0.03499859,0.035413237,0.024434525,0.020070335,0.066304575,0.062202787,0.053847625,0.053178275,0.03660929,0.056409562,-0.019800272,28.89,11.84
2015,146,0,0.034505699,0.037471987,0.0335895,0.035154608,0.023197376,0.018795027,0.064978992,0.062023386,0.053703268,0.05312719,0.035384741,0.056284615,-0.020899873,31.99,13.39
2015,147,0,0.033309948,0.035555819,0.032144318,0.034752857,0.022308309,0.017774458,0.063363399,0.061865656,0.0535575,0.053060382,0.03417273,0.05616118,-0.02198845,32.93,15.01
2015,148,0,0.032317184,0.03378775,0.030859307,0.034361084,0.021320837,0.016832526,0.061608652,0.061692152,0.053420735,0.053047993,0.033012477,0.056053627,-0.02304115,34.2,15.67
2015,149,0,0.0313392,0.032164052,0.029642991,0.033950426,0.020459595,0.01595404,0.059772434,0.06153256,0.053276678,0.052986763,0.031897534,0.055932,-0.024034466,35.23,17.33
2015,150,0,0.030567477,0.030831461,0.028620987,0.033500638,0.019637858,0.015123747,0.057944068,0.061315694,0.053140267,0.05292752,0.030889462,0.055794494,-0.024905032,36.37,18.54
2015,151,0,0.029779359,0.029687106,0.027734822,0.032987152,0.018929404,0.01435357,0.056193168,0.061133023,0.053048276,0.052840636,0.029952083,0.055673978,-0.025721896,37.15,20.27
2015,152,0,0.029175348,0.028747546,0.02688037,0.032369843,0.018409896,0.013621282,0.054498378,0.060952216,0.052866865,0.052766882,0.02910038,0.055528654,-0.026428274,36.57,19.72
2015,153,0,0.02876003,0.028005062,0.026140668,0.03177735,0.01836975,0.01334713,0.053131765,0.060747242,0.052732439,0.052717822,0.028504536,0.055399168,-0.026894631,35.77,16.18
2015,154,0,0.028550369,0.027515717,0.025575334,0.031296509,0.018303176,0.01310636,0.052058026,0.060550808,0.052640431,0.052654828,0.028057927,0.055282022,-0.027224095,35.65,18.64
2015,155,0,0.028867561,0.027290067,0.025374998,0.030739711,0.021029808,0.014498702,0.050999564,0.060382804,0.052526407,0.052600206,0.028400058,0.055169806,-0.026769747,33.18,16.12
2015,156,0,0.029545471,0.027485176,0.025722438,0.030451225,0.023016383,0.016699364,0.051102272,0.060228766,0.052405595,0.05257882,0.029146047,0.05507106,-0.025925013,33.42,19.86
2015,157,0,0.029219046,0.027320449,0.025558518,0.030048695,0.020240691,0.015041865,0.051070195,0.060034845,0.052307088,0.05258626,0.028357066,0.054976065,-0.026618999,34.62,19.27
2015,158,0,0.028681364,0.026887959,0.025110004,0.029522859,0.018714198,0.013646831,0.050176989,0.059859543,0.05221182,0.052563254,0.027534315,0.054878206,-0.027343891,35.9,17.92
2015,159,4.318,0.028273804,0.026333508,0.024715233,0.028978845,0.020507868,0.014275607,0.048967229,0.059676588,0.052110196,0.052501578,0.027436013,0.054762787,-0.027326774,33.73,18.83
2015,160,11.176,0.06225534,0.076706712,0.047392413,0.029386968,0.071618005,0.076523347,0.068638086,0.059621806,0.052091387,0.052471455,0.061788696,0.054728216,0.00706048,30.35,18.4
2015,161,0,0.066403197,0.081418401,0.057262388,0.030932371,0.066157238,0.073131305,0.075240543,0.059596443,0.052129197,0.052400563,0.064363635,0.054708734,0.0096549,32.32,18.43
2015,162,0,0.065566253,0.073792844,0.05707767,0.031925638,0.054370177,0.06022993,0.07397269,0.059704078,0.052188329,0.052391825,0.059562172,0.054761411,0.004800761,33.43,18.72
2015,163,0,0.063373179,0.065554925,0.05447738,0.032651087,0.041555876,0.049770791,0.072582266,0.059721566,0.052235593,0.052395594,0.054280786,0.054784251,-0.000503464,35.85,18.53
2015,164,0,0.059700497,0.058551983,0.051473061,0.033335747,0.032246937,0.041137423,0.072340421,0.059751871,0.052304811,0.052360893,0.049826581,0.054805858,-0.004979277,36.13,18.06
2015,165,0,0.055017711,0.053725344,0.049021413,0.033856877,0.027199308,0.034003346,0.071749416,0.05975578,0.052263139,0.052385655,0.046367631,0.054801525,-0.008433894,36.28,18.43
2015,166,0,0.050274547,0.049940633,0.046797936,0.034361029,0.024488667,0.028325681,0.070888343,0.059775708,0.052150936,0.052349419,0.043582405,0.054758688,-0.011176283,38.5,21.94
2015,167,0,0.045358945,0.046779568,0.044488394,0.034744548,0.023478903,0.024185954,0.069795801,0.059746607,0.05216819,0.052249017,0.04126173,0.054721271,-0.013459541,38.45,24.05
2015,168,0,0.041067632,0.044209247,0.041977646,0.035081978,0.021665902,0.020727139,0.068906495,0.059664978,0.052068562,0.05226987,0.039090863,0.054667803,-0.01557694,39.6,23.09
2015,169,0,0.037381466,0.041680227,0.039118052,0.035208059,0.020107597,0.017565817,0.067403259,0.059560855,0.051961336,0.052205186,0.036923497,0.054575792,-0.017652296,39.92,23.98
2015,170,0,0.034700402,0.038827718,0.035893976,0.035274846,0.0191519,0.015756535,0.065407377,0.059423453,0.051908188,0.052191709,0.035001822,0.054507783,-0.019505961,40.56,23.96
2015,171,0,0.032778903,0.036092232,0.032792604,0.035192559,0.018492241,0.014513468,0.062689756,0.059268622,0.051806234,0.052105643,0.03322168,0.054393499,-0.021171819,40.21,23.02
2015,172,0,0.031391572,0.033727316,0.030324672,0.034971095,0.018453212,0.013924587,0.059674803,0.059111492,0.0516513,0.052069971,0.031781037,0.054277588,-0.022496551,37.81,21.91
2015,173,0,0.030771033,0.032085539,0.028961932,0.034587807,0.018349995,0.013557326,0.056957285,0.058960011,0.051495537,0.052029448,0.030752988,0.054161665,-0.023408678,38.44,22.25
2015,174,0,0.029922846,0.030718888,0.02781779,0.034180106,0.017445905,0.012630859,0.054626218,0.058810831,0.051394562,0.051951103,0.029620373,0.054052165,-0.024431792,38.95,22.99
2015,175,0,0.028995774,0.029386618,0.026800995,0.033615681,0.017861133,0.01246315,0.052438986,0.058691692,0.05126857,0.051920951,0.02879462,0.053960404,-0.025165785,37.41,25.6
2015,176,0.254,0.028996676,0.028672174,0.026202596,0.032896637,0.019946736,0.013639833,0.05099866,0.058565471,0.051265578,0.051855948,0.028764759,0.053895665,-0.025130907,37.44,24
2015,177,0,0.029550391,0.028713778,0.026404851,0.032334607,0.021016996,0.015184326,0.050562675,0.058424633,0.051142694,0.051793874,0.02910966,0.053787067,-0.024677407,37.32,21.91
2015,178,0,0.029353619,0.028354792,0.026201855,0.031559154,0.01977151,0.014011561,0.049758596,0.058244768,0.050948397,0.051791339,0.028430155,0.053661501,-0.025231346,38.37,22.05
2015,179,4.826,0.030538527,0.029208066,0.026052981,0.030876636,0.031499294,0.026678977,0.048876999,0.058096079,0.050897333,0.051772618,0.03196164,0.053588677,-0.021627037,34.71,21.65
2015,180,0.762,0.03510102,0.033738635,0.028196372,0.030632155,0.054478629,0.051877574,0.050692108,0.05798129,0.0508509,0.051741208,0.040673785,0.053524466,-0.012850681,36.29,20.19
2015,181,32.764,0.062594208,0.097679771,0.073012871,0.031759157,0.073818304,0.081882191,0.068243613,0.058017328,0.050895654,0.051676782,0.069855731,0.053529921,0.01632581,33.02,18.48
2015,182,1.524,0.082558895,0.117285463,0.114109769,0.062215946,0.091977121,0.101320925,0.139197967,0.058120933,0.051030171,0.051610814,0.101238012,0.053587306,0.047650706,30.27,18.68
2015,183,0,0.084731178,0.102877364,0.107725084,0.066534346,0.085002853,0.087422251,0.129662386,0.058145439,0.051093802,0.051726196,0.09485078,0.053655146,0.041195634,34.53,20.03
2015,184,0,0.084892487,0.090673797,0.099857874,0.069850893,0.072987145,0.071777381,0.119341316,0.058128026,0.051090114,0.051887253,0.087054413,0.053701798,0.033352615,34.98,24.05
2015,185,0,0.082727131,0.079924368,0.091271788,0.071869874,0.066335652,0.062672871,0.112011638,0.058278713,0.051159365,0.051811824,0.080973332,0.053749967,0.027223364,31.24,23.31
2015,186,0,0.080162881,0.07278411,0.084559019,0.071317096,0.062327611,0.057729711,0.106599087,0.058410989,0.05127052,0.051835677,0.076497074,0.053839062,0.022658012,27.67,21.08
2015,187,0,0.077152653,0.066347985,0.077812838,0.069271042,0.054641703,0.052435793,0.101952663,0.05843975,0.051300196,0.051890879,0.071373525,0.053876942,0.017496584,33.42,19.85
2015,188,0,0.073582321,0.060230193,0.070833328,0.066255371,0.044628755,0.045676139,0.096530084,0.058467319,0.051373904,0.051945255,0.065390884,0.053928826,0.011462058,34.47,21.6
2015,189,0,0.069323306,0.055790063,0.065310988,0.062937386,0.036280666,0.038828393,0.091629788,0.058568963,0.051382849,0.051982953,0.06001437,0.053978255,0.006036115,34.75,21.59
2015,190,0,0.06452412,0.052904939,0.061591349,0.059854562,0.033952325,0.034502572,0.086752587,0.058648097,0.051456498,0.051964284,0.056297493,0.05402296,0.002274534,31.08,22.11
2015,191,0,0.060449208,0.051373693,0.059249246,0.057372905,0.032706471,0.032664539,0.083874823,0.058641142,0.051546368,0.051925756,0.053955841,0.054037756,-8.19149E-05,32.54,23.07
2015,192,0,0.055992325,0.049383097,0.056796485,0.055198257,0.029682134,0.028517295,0.08098059,0.058713119,0.051559903,0.051980857,0.05093574,0.054084626,-0.003148886,35.67,21.55
2015,193,3.81,0.05175201,0.047999277,0.054600819,0.053225492,0.039502604,0.036573998,0.078095665,0.058754967,0.051563555,0.05201946,0.051678552,0.05411266,-0.002434108,35.09,21.72
2015,194,0.762,0.051080743,0.047469217,0.053277707,0.05178734,0.055919046,0.05427314,0.077226212,0.058801469,0.05164738,0.052005994,0.055861915,0.054151614,0.0017103,33.62,21.73
2015,195,0,0.051315099,0.046492185,0.051784147,0.050422836,0.048623443,0.047661992,0.076224029,0.058820463,0.051585241,0.052033902,0.053217676,0.054146535,-0.000928859,36,20.27
2015,196,0,0.050183177,0.045304989,0.050241123,0.04909465,0.038358904,0.039906458,0.074703091,0.058853025,0.051649786,0.052055264,0.049684627,0.054186025,-0.004501398,35.08,20.8
2015,197,0,0.04686536,0.044184208,0.048745365,0.047745193,0.031593746,0.032831497,0.073364605,0.058896518,0.051631987,0.052079842,0.046475711,0.054202782,-0.007727072,37.01,21.57
2015,198,0.254,0.044401759,0.043380536,0.04756264,0.046660157,0.031782918,0.030138826,0.071927861,0.058987352,0.051623683,0.052065144,0.0451221,0.054225393,-0.009103293,30.79,21
2015,199,1.016,0.043207642,0.042680054,0.046564943,0.045617677,0.03450691,0.030664313,0.071016522,0.059044033,0.051654543,0.052095069,0.044894009,0.054264548,-0.009370539,29.52,19.75
2015,200,0.254,0.043301784,0.042231808,0.045663093,0.044949621,0.036423541,0.033253839,0.07091138,0.059024714,0.051620315,0.052070176,0.045247867,0.054238402,-0.008990535,32.1,18.08
2015,201,0,0.042245282,0.041185563,0.044385823,0.044026027,0.030602838,0.028063958,0.069942925,0.059024696,0.051656815,0.052102317,0.042921774,0.054261276,-0.011339503,33.78,19.85
2015,202,0,0.039978672,0.039925113,0.042688642,0.04304543,0.026542522,0.023376603,0.06873792,0.059029995,0.051563887,0.052139381,0.040613557,0.054244421,-0.013630864,36.04,21.18
2015,203,0,0.037675168,0.038471878,0.040424099,0.042143743,0.026011734,0.021087893,0.067206189,0.058973838,0.051579521,0.05212272,0.039002958,0.054225359,-0.015222402,33.61,20.85
2015,204,4.318,0.037583527,0.037555742,0.038180873,0.04140199,0.039803744,0.031892825,0.066000443,0.059054621,0.051622067,0.052108171,0.041774164,0.054261619,-0.012487456,26.73,20.94
2015,205,0,0.039135295,0.03765321,0.037515022,0.041108899,0.057301853,0.052729763,0.066469606,0.059031426,0.051583694,0.052110476,0.047416236,0.054241865,-0.00682563,32.66,18.95
2015,206,0,0.039716239,0.037223853,0.037293942,0.040544167,0.047379295,0.044851647,0.066159818,0.058950187,0.051519538,0.052107556,0.044738423,0.054192427,-0.009454004,35.27,22.8
2015,207,0,0.038112268,0.036352002,0.036306919,0.039713948,0.035868788,0.036898544,0.065976767,0.058948562,0.051515011,0.052145562,0.041318462,0.054203045,-0.012884583,35.77,23.3
2015,208,0.508,0.035704072,0.035088137,0.034485289,0.039076559,0.029165629,0.02984363,0.065617408,0.058889289,0.051402519,0.052124754,0.038425818,0.054138854,-0.015713036,35.57,22.72
2015,209,12.7,0.042287344,0.046500202,0.034652096,0.038561687,0.041599134,0.042179937,0.066712525,0.058829136,0.051383374,0.052068686,0.044641846,0.054093732,-0.009451885,35.35,19.61
2015,210,3.81,0.071484348,0.088653375,0.05649535,0.03888973,0.080374143,0.09166807,0.085837944,0.058900217,0.051446167,0.052034905,0.07334328,0.054127096,0.019216184,31.77,20.27
2015,211,0.254,0.074785503,0.081553945,0.063939548,0.039129589,0.07887971,0.086333874,0.088531619,0.058869074,0.051501444,0.052025677,0.073307684,0.054132065,0.019175619,34.67,20.85
2015,212,19.052,0.081300408,0.095030306,0.086779998,0.058917276,0.078579105,0.086233172,0.107496373,0.058901906,0.051466339,0.052078566,0.084905234,0.054148937,0.030756297,33.8,21.19
2015,213,1.016,0.092569368,0.105907891,0.113413506,0.078543588,0.088116792,0.095731721,0.131054945,0.058949185,0.051561232,0.052123968,0.100762544,0.054211462,0.046551083,33.24,19.95
2015,214,0,0.089404,0.090693961,0.104315258,0.075205701,0.074599015,0.079871165,0.118444765,0.058960977,0.051594801,0.052132591,0.090361981,0.054229456,0.036132525,35.39,21.17
2015,215,0,0.08413741,0.075234199,0.091871518,0.069301667,0.058508636,0.060884515,0.105319639,0.059036706,0.051651369,0.052192172,0.077893941,0.054293416,0.023600525,36.82,22.33
2015,216,0,0.079186279,0.063581857,0.079740244,0.062920957,0.045748317,0.047086873,0.09245946,0.05909762,0.05174666,0.05222424,0.067246284,0.054356173,0.01289011,38.42,22.38
2015,217,0,0.074714386,0.056977595,0.071193174,0.057835484,0.036675749,0.036864552,0.082755503,0.059136311,0.05177386,0.052213541,0.059573778,0.054374571,0.005199207,38.36,29.86
2015,218,0.254,0.070698182,0.054402629,0.067171578,0.054407148,0.037656202,0.034956552,0.078254855,0.059158645,0.051875071,0.052232549,0.056792449,0.054422088,0.002370361,32.4,22.84
2015,219,0,0.067123977,0.052517483,0.064375268,0.051920274,0.034569104,0.032741713,0.076826074,0.05921855,0.05186044,0.052217643,0.05429627,0.054432211,-0.000135941,34.64,23.15
2015,220,1.27,0.063453877,0.050296622,0.061256881,0.049714911,0.037125176,0.033456641,0.074076382,0.059277032,0.051855045,0.052202547,0.052768641,0.054444875,-0.001676233,33.67,20.44
2015,221,7.624,0.066467446,0.052509137,0.063766169,0.047896696,0.047437295,0.050017322,0.072204906,0.059331827,0.051849604,0.052254501,0.057185567,0.054478644,0.002706923,34.49,20.94
2015,222,0.254,0.067093221,0.052419245,0.064946137,0.047067194,0.064426326,0.072687181,0.072414166,0.059330047,0.051872984,0.052298046,0.063007638,0.054500359,0.008507279,33.1,21.07
2015,223,1.778,0.062328824,0.048975806,0.059739089,0.046173103,0.060600193,0.062157914,0.072586205,0.059369941,0.051845531,0.052291655,0.058937305,0.054502376,0.004434929,34.82,19.23
2015,224,8.638,0.067549309,0.065404704,0.061968711,0.045322638,0.062313121,0.067375551,0.072567617,0.059306661,0.051918297,0.052370708,0.063214521,0.054531889,0.008682633,36.91,21.99
2015,225,0,0.072514795,0.07650915,0.069479792,0.045876236,0.07010178,0.081103079,0.075140652,0.059387493,0.051895942,0.052387498,0.070103641,0.054556978,0.015546663,38.14,21.79
2015,226,0,0.064396233,0.054470054,0.060719628,0.045388053,0.052524519,0.054447875,0.074915981,0.059370048,0.051912793,0.052389983,0.058123192,0.054557608,0.003565584,39.56,24.2
2015,227,4.318,0.066627777,0.051919143,0.056821761,0.044757376,0.05060005,0.05272846,0.073431562,0.059438602,0.0519621,0.052382368,0.056698018,0.054594357,0.002103661,39.67,23.25
2015,228,0,0.065483041,0.04969746,0.055067233,0.044293944,0.055816731,0.058107291,0.072913697,0.059425384,0.0519338,0.052358828,0.057339914,0.054572671,0.002767243,37.77,23.38
2015,229,0,0.059695291,0.045579125,0.053071407,0.043446569,0.041587239,0.040933061,0.071816144,0.05942446,0.051949008,0.052376219,0.050875548,0.054583229,-0.003707681,36.8,22.26
2015,230,0,0.056705389,0.04403045,0.051241252,0.042514131,0.032827188,0.031566236,0.07053749,0.059494613,0.051981062,0.052346143,0.047060305,0.054607273,-0.007546968,36.84,20.89
2015,231,0,0.052781333,0.042983684,0.049758402,0.041664686,0.028618265,0.026567599,0.069299102,0.059496297,0.051988496,0.05235016,0.044524724,0.054611651,-0.010086927,37.2,19.48
2015,232,0,0.048406156,0.04218513,0.048493745,0.040652547,0.028561967,0.024718888,0.068160148,0.059450068,0.052000473,0.052357927,0.043025512,0.054602823,-0.011577311,34.55,21.76
2015,233,0,0.045276957,0.041663223,0.04755015,0.040107389,0.027637182,0.024028,0.067931814,0.059424082,0.051893855,0.052282858,0.042027816,0.054533598,-0.012505782,35.34,21.62
2015,234,0,0.042355622,0.040540215,0.046464862,0.039260937,0.028092401,0.023011547,0.066909708,0.059366808,0.051890745,0.05230198,0.040947899,0.054519844,-0.013571945,34.34,21.32
2015,235,18.03,0.047917469,0.055076621,0.054451598,0.044744068,0.036419613,0.03808384,0.067856673,0.059287419,0.05186515,0.05227408,0.049221412,0.05447555,-0.005254138,36.15,19.99
2015,236,1.016,0.077643848,0.102271503,0.105444663,0.068704496,0.078774299,0.093260441,0.103401902,0.059309416,0.05181892,0.052272778,0.089928736,0.054467038,0.035461698,33.95,21.37
2015,237,11.938,0.084228175,0.104425271,0.112082842,0.063684863,0.087836262,0.098268038,0.11684583,0.059438487,0.051793706,0.052359535,0.095338754,0.054530576,0.040808178,30.22,20.34
